"time","h"
2009-01-13 11:50:00,3.31
2009-01-14 02:30:00,3.21
2009-01-14 12:40:00,3.13
2009-01-15 03:20:00,3.2
2009-01-15 13:20:00,3.12
2009-01-16 01:50:00,2.96
2009-01-16 14:10:00,2.93
2009-01-17 04:10:00,3.08
2009-01-17 14:50:00,2.83
2009-01-18 04:30:00,3.17
2009-01-18 16:20:00,2.89
2009-01-19 06:30:00,3.53
2009-01-19 16:50:00,2.73
2009-01-20 05:10:00,2.88
2009-01-20 19:10:00,2.83
2009-01-21 07:40:00,2.66
2009-01-21 21:10:00,2.91
2009-01-22 08:10:00,2.91
2009-01-22 20:40:00,2.72
2009-01-23 08:40:00,3.42
2009-01-23 23:30:00,3.07
2009-01-24 10:20:00,3.12
2009-01-24 23:50:00,3.12
2009-01-25 10:10:00,3.21
2009-01-25 22:30:00,3.21
2009-01-26 10:40:00,3.18
2009-01-27 01:10:00,3.06
2009-01-27 11:20:00,2.99
2009-01-27 23:30:00,2.93
2009-01-28 11:40:00,3.08
2009-01-29 02:20:00,2.96
2009-01-29 12:10:00,3.03
2009-01-30 00:30:00,2.89
2009-01-30 12:50:00,2.97
2009-01-31 03:30:00,2.9
2009-01-31 13:20:00,2.98
2009-04-09 12:20:00,3.028
2009-04-09 22:40:00,3.246
2009-04-10 10:50:00,3.169
2009-04-10 23:10:00,3.198
2009-04-11 11:30:00,3.034
2009-04-11 23:50:00,3.092
2009-04-12 12:10:00,2.968
2009-04-13 00:20:00,2.955
2009-04-13 15:00:00,2.895
2009-04-14 01:00:00,2.928
2009-04-14 15:20:00,2.903
2009-04-15 03:40:00,2.841
2009-04-15 16:10:00,2.913
2009-04-16 03:20:00,2.763
2009-04-16 16:40:00,2.851
2009-04-17 03:50:00,2.612
2009-04-17 17:00:00,2.727
2009-04-18 04:50:00,2.481
2009-04-18 18:00:00,2.622
2009-04-19 06:20:00,2.336
2009-04-19 19:50:00,2.542
2009-04-20 07:30:00,2.328
2009-04-20 20:30:00,2.623
2009-04-21 08:10:00,2.446
2009-04-21 21:10:00,2.612
2009-04-22 08:50:00,2.629
2009-04-22 22:30:00,2.708
2009-04-23 09:10:00,2.708
2009-04-23 21:40:00,2.867
2009-04-24 09:50:00,2.914
2009-04-24 22:10:00,3.035
2009-04-25 10:20:00,3.175
2009-04-25 22:40:00,3.185
2009-04-26 11:00:00,3.094
2009-04-26 23:20:00,3.164
2009-04-27 11:40:00,3.229
2009-04-28 00:10:00,3.208
2009-04-28 12:30:00,3.03
2009-04-29 00:50:00,3.029
2009-04-29 15:40:00,2.964
2009-04-30 01:40:00,2.918
2009-04-30 16:20:00,2.913
2009-05-01 03:00:00,2.708
2009-05-01 17:00:00,2.76
2009-05-02 04:40:00,2.516
2009-05-02 18:20:00,2.806
2009-05-03 05:30:00,2.497
2009-05-03 19:50:00,2.733
2009-05-04 06:40:00,2.471
2009-05-04 20:20:00,2.696
2009-05-05 08:50:00,2.647
2009-05-05 20:20:00,2.791
2009-05-06 08:30:00,2.753
2009-05-06 21:00:00,2.906
2009-05-07 09:10:00,2.726
2009-05-07 21:40:00,3.087
2009-05-08 09:50:00,2.966
2009-05-08 22:20:00,2.898
2009-05-09 10:30:00,2.952
2009-05-09 22:50:00,2.956
2009-05-10 13:20:00,2.883
2009-05-10 23:20:00,2.951
2009-05-11 14:00:00,2.817
2009-05-11 23:50:00,2.702
2009-05-12 14:50:00,2.818
2009-05-13 02:20:00,2.819
2009-05-13 15:00:00,2.925
2009-05-14 02:30:00,2.853
2009-05-14 15:40:00,2.911
2009-05-15 02:10:00,2.787
2009-05-15 15:30:00,2.968
2009-05-16 03:00:00,2.748
2009-05-16 16:00:00,2.898
2009-05-17 03:40:00,2.633
2009-05-17 16:50:00,2.958
2009-05-18 05:10:00,2.572
2009-05-18 17:50:00,2.709
2009-05-19 06:10:00,2.538
2009-05-19 19:00:00,2.725
2009-05-20 07:10:00,2.509
2009-05-20 20:10:00,2.871
2009-05-21 07:50:00,2.678
2009-05-21 21:30:00,2.855
2009-05-22 08:30:00,2.749
2009-05-22 21:00:00,2.913
